question,heading,department
" 725. Deputy Pádraig O'Sullivan asked the Minister for Justice, Home Affairs and Migration when a visa application (details supplied) will be completed; and if he will make a statement on the matter. [3654/26] ",Visa Applications,Justice
" 726. Deputy Robert O'Donoghue asked the Minister for Justice, Home Affairs and Migration to review the feasibility of replacing the current repeated Garda vetting process with a national registration and licensing system (details supplied); whether such a system will improve efficiency, data protection, and safeguarding outcomes while remaining self-financing; and if he will make a statement on the matter. [3663/26] ",An Garda Síochána,Justice
" 727. Deputy Barry Ward asked the Minister for Justice, Home Affairs and Migration if his attention has been drawn to the employment permit appeal by a person (details supplied); the actions he will take to ensure that it is processed in a timely and fair manner; and if he will make a statement on the matter. [3664/26] ",Work Permits,Justice
" 728. Deputy Carol Nolan asked the Minister for Justice, Home Affairs and Migration the current compulsory retirement ages which apply to members of the judiciary; and the changes which have been made to these retirement ages from 2000 to date in 2026. [3703/26] ",Courts Service,Justice
" 729. Deputy Aidan Farrelly asked the Minister for Justice, Home Affairs and Migration further to Parliamentary Question No. 669 of 25 November 2025, if he has received the relevant information in order to have this PQ answered. [3733/26] ",An Garda Síochána,Justice
" 730. Deputy Cian O'Callaghan asked the Minister for Justice, Home Affairs and Migration his plans to legislate for the explicit recognition of parental and family based control; the Garda protocols for non-partner abuse cases; and if he will make a statement on the matter. [3755/26] ",Proposed Legislation,Justice
" 731. Deputy Mattie McGrath asked the Minister for Justice, Home Affairs and Migration for an update on the review being carried out by his Department into a hotel (details supplied) following the outcome in the High Court; if he can confirm that there is full insurance on the property where there is no planning and no contract in place for IPAS; if he has reviewed the insurance in place for the property; and if he will make a statement on the matter. [3817/26] ",Departmental Reviews,Justice
" 732. Deputy Donna McGettigan asked the Minister for Justice, Home Affairs and Migration the number of Gardai, by rank attached to Clare-Tipperary Garda scenes of crime unit as of 9 January 2026, in tabular form; and if he will make a statement on the matter. [3848/26] ",An Garda Síochána,Justice
" 733. Deputy Ciarán Ahern asked the Minister for Justice, Home Affairs and Migration to provide an up-to-date contact list for queries from Oireachtas members to agencies under his Department, in tabular form. [3876/26] ",Departmental Bodies,Justice
" 734. Deputy Matt Carthy asked the Minister for Justice, Home Affairs and Migration the number of persons deported by the State; the number issued with a deportation order respectively, in each of the past five years, in tabular form; and if he will make a statement on the matter. [3890/26] ",Deportation Orders,Justice
" 735. Deputy Claire Kerrane asked the Minister for Justice, Home Affairs and Migration to provide the number of live applications within An Garda Síochána for Garda transfers, and the number of transfers which took place, in 2023, 2024 and 2025, in tabular form. [3941/26] ",An Garda Síochána,Justice
" 736. Deputy Eoin Ó Broin asked the Minister for Justice, Home Affairs and Migration the number of IPAS accommodation centres currently operating with the exempted development regulations set out in SI No. 605/2022, S.I. No. 376/2023, and section 181 of the Planning and Development Act 2000, with a breakdown by local authority area, exempted development type and number of people accommodated in each category. [3959/26] ",International Protection,Justice
" 737. Deputy Peter 'Chap' Cleere asked the Minister for Justice, Home Affairs and Migration the total number of Gardaí in the State at present, and in each of the years 2023, 2024 and 2025, by county, in tabular form; and if he will make a statement on the matter. [4006/26] ",An Garda Síochána,Justice
" 738. Deputy Peter 'Chap' Cleere asked the Minister for Justice, Home Affairs and Migration the number of Garda traffic enforcement operations carried out in the Carlow and Kilkenny region in each of the years 2023 to 2024 and to date in 2025; the number of Garda members assigned to dedicated traffic duties in each period, in tabular form; and if he will make a statement on the matter. [4008/26] ",An Garda Síochána,Justice
" 739. Deputy Michael Cahill asked the Minister for Justice, Home Affairs and Migration to urgently intervene in the case of a person (details supplied) and allow for accommodation in this genuine case; and if he will make a statement on the matter. [4047/26] ",International Protection,Justice
" 740. Deputy Thomas Gould asked the Minister for Justice, Home Affairs and Migration the number of full-time Gardaí with drug-related intimidation training, by district in Cork. [4102/26] ",An Garda Síochána,Justice
" 741. Deputy James Geoghegan asked the Minister for Justice, Home Affairs and Migration further to Parliamentary Question No. 714 of 16 December 2025, if the information requested can be provided; and if he will make a statement on the matter. [4156/26] ",Departmental Legal Services,Justice
" 742. Deputy Sorca Clarke asked the Minister for Justice, Home Affairs and Migration the number of WTE staff, by job title working at the visa offices based in London, Abu Dhabi, Beijing, New Delhi and Ankara as of 12 January 2026; the number of those staff that are directly employed by his Department and those staff that are from local recruitment agencies respectively, in tabular form. [4181/26] ",Consular Services,Justice
" 743. Deputy Carol Nolan asked the Minister for Justice, Home Affairs and Migration if Approved Housing Bodies are providing accommodation for former residents of IPAS centres who have not yet been given leave to remain, and if he will provide statistics and other details of the numbers and the AHBs involved; and if he will make a statement on the matter. [4214/26] ",International Protection,Justice
" 744. Deputy Jen Cummins asked the Minister for Justice, Home Affairs and Migration if aTurkish national residing inTurkey can apply directly toIrish authorities under theTURA tomove toIreland and establish aservice provision business, without first holding employment here [4218/26] ",Immigration Policy,Justice
" 745. Deputy Jen Cummins asked the Minister for Justice, Home Affairs and Migration his plans to decrease the waiting list of people receiving their citizenship; and if he will make a statement on the matter. [4221/26] ",Citizenship Applications,Justice
" 746. Deputy Colm Burke asked the Minister for Justice, Home Affairs and Migration to confirm when a citizenship application will be completed, in view that it is 19 months since the application (details supplied) was first lodged; and if he will make a statement on the matter. [4270/26] ",Citizenship Applications,Justice
" 747. Deputy Pádraig Rice asked the Minister for Justice, Home Affairs and Migration if he will respond to concerns regarding the resident permit renewals and critical skills employment permits for nurses (details supplied); if he will increase processing capacity for IRP renewals and critical skills permits, provide transparent timelines and communication for applicants awaiting approval; his plans to progress long-term solutions beyond temporary measures to prevent future backlogs; the protections available for individuals impacted by delays; and if he will make a statement on the matter. [4297/26] ",Residency Permits,Justice
" 748. Deputy Paul Murphy asked the Minister for Justice, Home Affairs and Migration if he is aware of the case of a person (details supplied); and if he will outline the options available to that person following a redundancy in a job which was tied to their visa status. [4300/26] ",Immigration Status,Justice
" 749. Deputy Aidan Farrelly asked the Minister for Justice, Home Affairs and Migration if he will clarify whether personal data held by his Department and its customer facing sections is subject to processing by artificial intelligence tools (details supplied). [4303/26] ",Artificial Intelligence,Justice
" 750. Deputy Aidan Farrelly asked the Minister for Justice, Home Affairs and Migration if he and or his officials have conducted a data protection impact assessment with regards to the use of artificial intelligence tools, and, if so, the dates on which this assessment was conducted. [4308/26] ",Artificial Intelligence,Justice
" 751. Deputy Paula Butterly asked the Minister for Justice, Home Affairs and Migration the number of persons currently in prison serving short sentences; the number of persons currently on remand in prison; the number of those persons on remand in prison who were already in prison serving a sentence for another offence; the length of time they have been in custody, broken down by 0–1 years, 1–2 years, 2–5 years, over 5 years, in tabular form; and if he will make a statement on the matter. [4322/26] ",Prison Service,Justice
" 752. Deputy Matt Carthy asked the Minister for Justice, Home Affairs and Migration if he will meet with the family of a person (details supplied); and if he will make a statement on the matter. [4323/26] ",Departmental Meetings,Justice
" 753. Deputy Matt Carthy asked the Minister for Justice, Home Affairs and Migration the current number of Garda stations in each district and the number of stations that have no Garda allocated to them, in each of the last five years, in tabular form; and if he will make a statement on the matter. [4328/26] ",An Garda Síochána,Justice
" 754. Deputy Matt Carthy asked the Minister for Justice, Home Affairs and Migration the current number of Garda stations, by Garda district which are manned less than 24 hours per day, in each of the last five years, in tabular form; and if he will make a statement on the matter. [4329/26] ",An Garda Síochána,Justice
" 755. Deputy Matt Carthy asked the Minister for Justice, Home Affairs and Migration the current number of Gardaí in each garda station in County Offaly, in each of the last five years, in tabular form; and if he will make a statement on the matter. [4330/26] ",An Garda Síochána,Justice
" 756. Deputy Matt Carthy asked the Minister for Justice, Home Affairs and Migration the current number of vacancies in each Garda station in County Offaly, in each of the last five years; and if he will make a statement on the matter. [4331/26] ",An Garda Síochána,Justice
" 757. Deputy Matt Carthy asked the Minister for Justice, Home Affairs and Migration the current number of community Gardaí allocated to each Garda station in County Offaly, in each of the past five years; the current number of community Garda position that are vacant in County Offaly; and if he will make a statement on the matter. [4332/26] ",An Garda Síochána,Justice
" 758. Deputy Matt Carthy asked the Minister for Justice, Home Affairs and Migration the current response times for emergency and non-emergency calls in the Tullamore District, County Offaly, in each of the last five years; and if he will make a statement on the matter. [4333/26] ",An Garda Síochána,Justice
" 759. Deputy Matt Carthy asked the Minister for Justice, Home Affairs and Migration the annual number of incidents of public order and of anti-social behaviour in each Garda district in each of the last five years; and if he will make a statement on the matter. [4334/26] ",Antisocial Behaviour,Justice
" 760. Deputy Matt Carthy asked the Minister for Justice, Home Affairs and Migration the age profile of the Garda fleet in each district within Laois-Offaly division, in tabular form; and if he will make a statement on the matter. [4335/26] ",An Garda Síochána,Justice
" 761. Deputy Matt Carthy asked the Minister for Justice, Home Affairs and Migration the current number of Garda vehicles in each district within Laois-Offaly division, in each of the last five years, in tabular form; and if he will make a statement on the matter. [4336/26] ",An Garda Síochána,Justice
" 762. Deputy Matt Carthy asked the Minister for Justice, Home Affairs and Migration the allocation per county under the Community Safety Innovation fund in each year since its introduction, in tabular form; and if he will make a statement on the matter. [4354/26] ",Departmental Funding,Justice
" 763. Deputy Matt Carthy asked the Minister for Justice, Home Affairs and Migration the number of Gardai assigned to the drugs unit in each Garda division at present and in each of the past five years; and if he will make a statement on the matter. [4355/26] ",An Garda Síochána,Justice
" 764. Deputy Matt Carthy asked the Minister for Justice, Home Affairs and Migration whether it is intended that the time a person spends in Ireland as a beneficiary of temporary protection will be considered as reckonable residency for Irish citizenship; and if he will make a statement on the matter. [4356/26] ",Citizenship Applications,Justice
" 765. Deputy Matt Carthy asked the Minister for Justice, Home Affairs and Migration the number of beneficiaries of temporary protection that are estimated to have been in Ireland, since 2025, 2024, 2023 and since 2022, in tabular form; and if he will make a statement on the matter. [4357/26] ",Citizenship Applications,Justice
" 766. Deputy Marie Sherlock asked the Minister for Justice, Home Affairs and Migration the number of probation staff in each probation area for each of the years 2005, 2010, 2015, 2020 and 2025. [4362/26] ",Probation and Welfare Service,Justice
" 767. Deputy Marie Sherlock asked the Minister for Justice, Home Affairs and Migration the number of probation staff vacancies in each probation area. [4404/26] ",Probation and Welfare Service,Justice
" 768. Deputy Mark Wall asked the Minister for Justice, Home Affairs and Migration the total number of Gardaí, per rank in the roads policing unit; the breakdown of the number of Gardaí, per each division, in tabular form; and if he will make a statement on the matter. [4412/26] ",An Garda Síochána,Justice
" 769. Deputy Mark Wall asked the Minister for Justice, Home Affairs and Migration the number of accidents that required a garda presence on the M9 over the past three years; the county breakdown of each of these accidents, per year; and if he will make a statement on the matter. [4414/26] ",Road Traffic Accidents,Justice
" 770. Deputy Carol Nolan asked the Minister for Justice, Home Affairs and Migration the reason his Department transferred a question (details supplied) to the Minister for Housing; Local Government and Heritage for reply given his Department is engaging with the issue under discussion as noted in the response from the Minister for Housing; Local Government and Heritage; and if he will make a statement on the matter. [4415/26] ",Departmental Communications,Justice
" 771. Deputy Eoghan Kenny asked the Minister for Justice, Home Affairs and Migration the way in which the ISD can audit schools, if it cannot generate a list of students enrolled in each institution at any given time; and if he will make a statement on the matter. [4447/26] ",Immigration Support Services,Justice
" 772. Deputy Eoghan Kenny asked the Minister for Justice, Home Affairs and Migration the way in which the ISD can enforce attendance compliance, if it cannot reconcile student permissions to school registers; and if he will make a statement on the matter. [4448/26] ",Immigration Support Services,Justice
" 773. Deputy Eoghan Kenny asked the Minister for Justice, Home Affairs and Migration the way in which the ISD can verify that a school is not exceeding its declared ILEP/TrustEd capacity, if it cannot extract student numbers by provider; and if he will make a statement on the matter. [4449/26] ",Immigration Support Services,Justice
" 774. Deputy Eoghan Kenny asked the Minister for Justice, Home Affairs and Migration the way in which his Department conducts internal audits of student permissions issued, if it cannot extract datasets of students by educational institution; and if he will make a statement on the matter. [4450/26] ",Immigration Support Services,Justice
" 775. Deputy Eoghan Kenny asked the Minister for Justice, Home Affairs and Migration the reconciliation controls that exist to compare visas issued under a provider’s name against that provider’s declared capacity and enrolment totals; and if he will make a statement on the matter. [4451/26] ",Immigration Support Services,Justice
" 776. Deputy Eoghan Kenny asked the Minister for Justice, Home Affairs and Migration the reason online renewals were allowed to continue for two years without basic verification measures; and if he will make a statement on the matter. [4452/26] ",Immigration Policy,Justice
" 777. Deputy Eoghan Kenny asked the Minister for Justice, Home Affairs and Migration the number of renewal applications that were refused due to fraudulent documentation in 2022, 2023 and 2024; and if he will make a statement on the matter. [4453/26] ",Immigration Policy,Justice
" 778. Deputy Eoghan Kenny asked the Minister for Justice, Home Affairs and Migration the reason schools cannot access a list of visas issued under their name to verify fraudulent use of their institution; and if he will make a statement on the matter. [4455/26] ",Immigration Support Services,Justice
" 779. Deputy Eoghan Kenny asked the Minister for Justice, Home Affairs and Migration if his Department will implement a secure portal and verified code system in order that only schools can confirm enrolment documents for visa renewals; and if he will make a statement on the matter. [4456/26] ",Immigration Support Services,Justice
" 780. Deputy Sorca Clarke asked the Minister for Justice, Home Affairs and Migration how organisations can apply for funding under the Community Safety Fund; the name of projects in south Dublin city that received funding under the Community Safety Fund in 2024 and 2025; and the amount received per project, in tabular form. [4458/26] ",Community Development Projects,Justice
" 781. Deputy John Clendennen asked the Minister for Justice, Home Affairs and Migration for an update on the future of the accommodation recognition payment scheme; and if he will make a statement on the matter. [4468/26] ",Immigration Policy,Justice
" 782. Deputy Eoghan Kenny asked the Minister for Justice, Home Affairs and Migration the controls that exist within ILEP/TrustEd to prevent a provider doubling or trebling in size within a short period; and if he will make a statement on the matter. [4503/26] ",Immigration Support Services,Justice
" 783. Deputy Eoghan Kenny asked the Minister for Justice, Home Affairs and Migration the number of schools that increased declared capacity by more than 50% between 2019 and 2023; and if he will make a statement on the matter. [4504/26] ",Immigration Support Services,Justice
" 784. Deputy Eoghan Kenny asked the Minister for Justice, Home Affairs and Migration the reason his Department responded to increased numbers by raising proof-of-funds instead of regulating provider expansion; and if he will make a statement on the matter. [4505/26] ",Immigration Policy,Justice
" 785. Deputy Eoghan Kenny asked the Minister for Justice, Home Affairs and Migration if a Stamp 2 English-language student is permitted to work as an English teacher, if he considers this compatible with the purpose of a student permission; and if he will make a statement on the matter. [4509/26] ",Immigration Policy,Justice
" 786. Deputy Pádraig Mac Lochlainn asked the Minister for Agriculture, Food and the Marine the legal options available to the Government in response to the blocking of Ireland’s invocation of the Hague Preference’s at the EU December 2025 Fisheries Council. [3335/26] ",EU Meetings,Agriculture
" 787. Deputy Maeve O'Connell asked the Minister for Agriculture, Food and the Marine if his Department will develop an exotic pets register, similar to practices in Northern Ireland. [3379/26] ",Animal Passports,Agriculture
" 788. Deputy Pádraig Mac Lochlainn asked the Minister for Agriculture, Food and the Marine his views on the type and amounts of seafood that will be imported into the European Union every year under the proposed Mercosur Trade Agreement. [3486/26] ",Trade Agreements,Agriculture
" 789. Deputy Pádraig Mac Lochlainn asked the Minister for Agriculture, Food and the Marine if he has requested his Department to draft amending legislation to the Sea Fisheries and Maritime Jurisdiction Act 2006. [3487/26] ",Legislative Process,Agriculture
" 790. Deputy Pádraig Mac Lochlainn asked the Minister for Agriculture, Food and the Marine to provide an update on Ireland’s efforts to secure a bluefin quota from the European Union for the fishing industry here. [3496/26] ",Fishing Industry,Agriculture
" 791. Deputy Pádraig Mac Lochlainn asked the Minister for Agriculture, Food and the Marine the percentage of all European Union fish stocks that was caught in the Irish EEZ under the Common Fisheries Policy, in each of the years 2005 to 2025. [3497/26] ",Fishing Industry,Agriculture
" 792. Deputy Ciarán Ahern asked the Minister for Agriculture, Food and the Marine to list the roles within public or semi-State organisations under his Department that are excluded from the single public service pension scheme; the number of people employed in those roles, in tabular form; and if he will make a statement on the matter. [3610/26] ",Public Sector Pensions,Agriculture
" 793. Deputy Aidan Farrelly asked the Minister for Agriculture, Food and the Marine the number of people employed full-time, and part-time by Rásaíocht Con Éireann, by job title, in tabular form; and if he will make a statement on the matter. [3674/26] ",Greyhound Industry,Agriculture
" 794. Deputy Aidan Farrelly asked the Minister for Agriculture, Food and the Marine the reason it is necessary for the owners of non-coursing greyhounds to register their dogs at several different stages in the Irish Greyhound Stud Book held by the Irish Coursing Club (details supplied); his plans to amend the relevant legislation to remove this obligation as it pertains to the owners of non-coursing greyhounds; and if he will make a statement on the matter. [3675/26] ",Greyhound Industry,Agriculture
" 795. Deputy Carol Nolan asked the Minister for Agriculture, Food and the Marine the way in which he justifies expecting Irish beef farmers to abide by high standards and regulations for the production of beef, when it is now envisaged that a certain amount of beef will now be for sale to Irish consumers as a result of the so-called Mercosur agreement which falls well below those standards. [3698/26] ",Beef Sector,Agriculture
" 796. Deputy John McGuinness asked the Minister for Agriculture, Food and the Marine the status of an appeal in the name of a person (details supplied); if the penalty applied will be reduced; the outcome of the inspection carried out on the 12 December 2025; and the penalty to be applied. [3757/26] ",Farm Inspections,Agriculture
" 797. Deputy Michael Collins asked the Minister for Agriculture, Food and the Marine to list all bilateral and multilateral meetings held since January 2025 with Ministers or senior officials from other EU member states at which the EU-Mercosur Trade Agreement was discussed; and to provide the date, location, format, and countries represented at each meeting; and if he will make a statement on the matter. [3780/26] ",Trade Agreements,Agriculture
" 798. Deputy Michael Collins asked the Minister for Agriculture, Food and the Marine whether minutes, notes, or formal read-outs were prepared for each meeting at which the EU-Mercosur Trade Agreement was discussed with other EU member states; and if so, whether these records will be published or otherwise made available; and if he will make a statement on the matter. [3781/26] ",Trade Agreements,Agriculture
" 799. Deputy Michael Collins asked the Minister for Agriculture, Food and the Marine if briefing notes, submissions, or speaking points were prepared for Ministers or officials in advance of meetings with EU counterparts concerning opposition to the EU-Mercosur Trade Agreement; the number and dates of such briefings; and if he will make a statement on the matter. [3782/26] ",Trade Agreements,Agriculture
" 800. Deputy Michael Collins asked the Minister for Agriculture, Food and the Marine the number of occasions on which Ireland formally raised opposition to the EU-Mercosur Trade Agreement at meetings of the AGRIFISH Council since January 2025; the steps that were taken at those meetings to build or consolidate opposition among EU member states; and if he will make a statement on the matter. [3785/26] ",Trade Agreements,Agriculture
" 801. Deputy Ciarán Ahern asked the Minister for Agriculture, Food and the Marine to provide an up-to-date contact list for queries from Oireachtas Members to agencies under his Department, in tabular form. [3864/26] ",Departmental Bodies,Agriculture
" 802. Deputy Pádraig Mac Lochlainn asked the Minister for Agriculture, Food and the Marine if he will address a matter raised in correspondence in relation to the proposed 2026 introduction of a recreational bag limit of three pollack per person per day and its potential impact (details supplied); and if he will make a statement on the matter. [3917/26] ",Fishing Industry,Agriculture
" 803. Deputy Michael Cahill asked the Minister for Agriculture, Food and the Marine if he will introduce a Bill to protect farmers' incomes, protect succession rights (details supplied); and if he will make a statement on the matter. [3984/26] ",Succession Act,Agriculture
" 804. Deputy Michael Cahill asked the Minister for Agriculture, Food and the Marine the steps being taken to ensure that a fair market is secured for sheep wool (details supplied); and if he will make a statement on the matter. [3987/26] ",Agriculture Industry,Agriculture
" 805. Deputy Peter 'Chap' Cleere asked the Minister for Agriculture, Food and the Marine his plans to promote grants for installing solar panels on farm buildings in rural areas; and if he will make a statement on the matter. [4009/26] ",Environmental Schemes,Agriculture
" 806. Deputy Peter 'Chap' Cleere asked the Minister for Agriculture, Food and the Marine the concessions and safeguards which have been included in the updated Mercosur trade agreement; and if he will make a statement on the matter. [4010/26] ",Trade Agreements,Agriculture
" 807. Deputy Peter 'Chap' Cleere asked the Minister for Agriculture, Food and the Marine to increase forestry grants to landowners who wish to plant some or all of their lands or additional lands; and if he will make a statement on the matter. [4011/26] ",Forestry Sector,Agriculture
" 808. Deputy Peter 'Chap' Cleere asked the Minister for Agriculture, Food and the Marine to significantly increase the funding to the horse racing and greyhound industry, to enable these industries to prosper and thrive into the future; and if he will make a statement on the matter. [4012/26] ",Greyhound Industry,Agriculture
" 809. Deputy Pádraig Mac Lochlainn asked the Minister for Agriculture, Food and the Marine the amount spent on media consultants by Bord Iascaigh Mhara; the dates of the consultancy/ training for each of the years 2020 to 2025, in tabular form. [4049/26] ",State Bodies,Agriculture
" 810. Deputy Pádraig Mac Lochlainn asked the Minister for Agriculture, Food and the Marine the amount spent on media consultants by the Sea-Fisheries Protection Authority; the dates of the consultancy/ training for each of the years 2020 to 2025, in tabular form. [4050/26] ",State Bodies,Agriculture
" 811. Deputy John Paul O'Shea asked the Minister for Agriculture, Food and the Marine the funding allocated to an organisation (details supplied) for social farming initiatives for the years 2020-2025; the projects funded under this initiative; the outcomes from same; and if he will make a statement on the matter. [4148/26] ",Social Enterprise Sector,Agriculture
" 812. Deputy Conor D. McGuinness asked the Minister for Agriculture, Food and the Marine if he will engage with the fishing sector on the impact of Commission Delegated Regulation (EU) 2025/1766 and Commission Implementing Regulation (EU) 2025/2196, adopted under the amended EU Fisheries Control Regulation (Regulation (EU) 2023/2842), entered into force on 10 January 2026, on the Irish fishing fleet. [4154/26] ",Fishing Industry,Agriculture
" 813. Deputy John Paul O'Shea asked the Minister for Agriculture, Food and the Marine for an update on the appointment of a county dog warden and two additional dog wardens at Cork County Council; and if he will make a statement on the matter. [4155/26] ",Animal Welfare,Agriculture
" 814. Deputy Colm Burke asked the Minister for Agriculture, Food and the Marine the status of a transfer of entitlements application for the years 2022-2025 (details supplied); and if he will make a statement on the matter. [4159/26] ",Transfer of Entitlements,Agriculture
" 815. Deputy Conor D. McGuinness asked the Minister for Agriculture, Food and the Marine to provide a complete breakdown of spending for An Bord Iascaigh Mhara in the 2026 Revised Estimates outlined in the sectoral economic investment section; to provide the total breakdown of spend in 2025, in tabular form. [4190/26] ",Fishing Industry,Agriculture
" 816. Deputy Conor D. McGuinness asked the Minister for Agriculture, Food and the Marine to provide a complete breakdown of spending for fisheries, harbours and marine leisure in the 2026 Revised Estimates outlined in the sectoral economic investment section; to provide the total breakdown of spend in 2025, in tabular form. [4192/26] ",Fishery Harbour Centres,Agriculture
" 817. Deputy Conor D. McGuinness asked the Minister for Agriculture, Food and the Marine the reason there is no spending allocated for maritime safety and regulations in the 2026 Revised Estimates outlined in the sectoral economic investment section; to provide the total breakdown of spend in 2025, in tabular form. [4193/26] ",Maritime Safety,Agriculture
" 818. Deputy Conor D. McGuinness asked the Minister for Agriculture, Food and the Marine to provide a complete breakdown of spending for the Sea Fisheries Protection Authority in the 2026 Revised Estimates outlined in the sectoral economic investment section; to provide the total breakdown of spend in 2025, in tabular form. [4194/26] ",Fishing Industry,Agriculture
" 819. Deputy Conor D. McGuinness asked the Minister for Agriculture, Food and the Marine the reason the total estimated sectoral economic investment spend on fisheries in the 2026 Revised Estimates has been cut by 14% in comparison to 2025. [4195/26] ",Fishing Industry,Agriculture
" 820. Deputy Michael Fitzmaurice asked the Minister for Agriculture, Food and the Marine when he will allow marts to process movements or implement a system to ensure a faster more predictable permit system is available for this; and if he will make a statement on the matter. [4206/26] ",Livestock Issues,Agriculture
" 821. Deputy Michael Fitzmaurice asked the Minister for Agriculture, Food and the Marine when he will align the rules on calves under 12-weeks in order that they can be sold through mart restricted herd sales and not just by private sale; and if he will make a statement on the matter. [4207/26] ",Livestock Issues,Agriculture
" 822. Deputy Brendan Smith asked the Minister for Agriculture, Food and the Marine the outcome of the recent public tender process for the issuing of horse passports; and if he will make a statement on the matter. [4464/26] ",Animal Passports,Agriculture
" 823. Deputy Ann Graves asked the Minister for Children, Disability and Equality if it can be ensured that a person (details supplied) receives appropriate AIM staffing or support so the child can safely access preschool education. [4269/26] ",Early Childhood Care and Education,Children
" 824. Deputy Malcolm Byrne asked the Minister for Children, Disability and Equality to outline the number of inspections carried out by Tusla or other agencies within the remit of her Department of creches or childcare facilities for each year from 2016 to 2025 inclusive; to outline the types of actions taken on foot of those inspections; and if she will make a statement on the matter. [3308/26] ",Child and Family Agency,Children
" 825. Deputy Paul Murphy asked the Minister for Children, Disability and Equality the way in which the autism assessment and intervention protocol which is due to launch in February 2026 will operate; and the safeguards being put in place to ensure that this will not result in other diagnoses being missed from these children not receiving a full assessment of needs. [3329/26] ",Disabilities Assessments,Children
" 826. Deputy Sorca Clarke asked the Minister for Children, Disability and Equality if she will provide an estimated date for the establishment of the community neurorehabilitation team in the midlands in 2026; and if she will make a statement on the matter. [3356/26] ",Health Services,Children
" 827. Deputy Sorca Clarke asked the Minister for Children, Disability and Equality if she will provide an estimated date for the establishment of the community neurorehabilitation team in the midlands in 2026; and if she will make a statement on the matter. [3356/26] ",Health Services,Children
" 828. Deputy Ivana Bacik asked the Minister for Children, Disability and Equality when the annual report for the mother and baby payments (redress scheme) will be published; and the reason it has not been published as of June 2025. [3359/26] ",Mother and Baby Homes,Children
" 829. Deputy John Connolly asked the Minister for Children, Disability and Equality the staffing levels at CDNT central Galway and Galway city east children’s disability network team 6; and if she will make a statement on the matter. [3524/26] ",Disability Services,Children
" 830. Deputy John Connolly asked the Minister for Children, Disability and Equality the staffing levels at CDNT Galway central Galway and Galway city east children’s disability network team 5; and if she will make a statement on the matter. [3525/26] ",Disability Services,Children
" 831. Deputy John Connolly asked the Minister for Children, Disability and Equality the staffing levels at CDNT West Galway central Galway and Galway city east children’s disability network team 4; and if she will make a statement on the matter. [3526/26] ",Disability Services,Children
" 832. Deputy John Connolly asked the Minister for Children, Disability and Equality the number of children waiting for an assessment of need within County Galway; and if she will make a statement on the matter. [3527/26] ",Disabilities Assessments,Children
" 833. Deputy James Geoghegan asked the Minister for Children, Disability and Equality to examine correspondence (details supplied); and if she will make a statement on the matter. [3570/26] ",Departmental Correspondence,Children
" 834. Deputy Ciarán Ahern asked the Minister for Children, Disability and Equality to list the roles within public or semi-State organisations under her Department that are excluded from the single public service pension scheme; the number of people employed in those roles, in tabular form; and if she will make a statement on the matter. [3611/26] ",Public Sector Pensions,Children
" 835. Deputy James Geoghegan asked the Minister for Children, Disability and Equality if children in a variety of childminding settings can also benefit from national childcare scheme subsidies; and if she will make a statement on the matter. [3657/26] ",Childcare Services,Children
" 836. Deputy James Geoghegan asked the Minister for Children, Disability and Equality if childminding done outside of commercial setting, such as registered creches' and Montessori’s, should be considered within the national childcare scheme, this would include the use of childminders, such as au pairs; and if she will make a statement on the matter. [3658/26] ",Childcare Services,Children
" 837. Deputy Robert O'Donoghue asked the Minister for Children, Disability and Equality to provide a list of early years and school age childcare services that have withdrawn from the core funding scheme; the number and percentage of services that have signed up to the scheme to date; and if she will make a statement on the matter. [3721/26] ",Childcare Services,Children
" 838. Deputy Robert O'Donoghue asked the Minister for Children, Disability and Equality whether her Department has identified small to medium early years and school age childcare services that are not primarily ECCE-funded and are now receiving less funding than they did prior to the introduction of the core funding scheme; if a review of the funding allocations to these services has been carried out; if she will take steps to ensure that such services are adequately supported to continue operating sustainably; and if she will make a statement on the matter. [3727/26] ",Childcare Services,Children
" 839. Deputy Aidan Farrelly asked the Minister for Children, Disability and Equality the CDNTs within CHO7 that are currently without psychologists and or social workers, by location, in tabular form. [3731/26] ",Disability Services,Children
" 840. Deputy Aidan Farrelly asked the Minister for Children, Disability and Equality the number of physiotherapists that are currently on panels within CDNTs; and the expiry deadline for this panel. [3732/26] ",Disability Services,Children
" 841. Deputy Ken O'Flynn asked the Minister for Children, Disability and Equality when procurement procedures were first implemented at the following Tusla-run facility (details supplied); and if he will provide details in this regard. [3799/26] ",Child and Family Agency,Children
" 842. Deputy Richard Boyd Barrett asked the Minister for Children, Disability and Equality for an update on the work of the Personal Assistance Review Group. [3816/26] ",Disability Services,Children
" 843. Deputy Barry Ward asked the Minister for Children, Disability and Equality if her attention has been drawn to criticisms of the independent external review of the draft childminding regulations that was carried out by a person (details supplied) specifically in relation to claims that the report did not adequately engage with the childminding sector; and if she will make a statement on the matter. [3819/26] ",Childcare Services,Children
" 844. Deputy Donna McGettigan asked the Minister for Children, Disability and Equality the funding provided in each of the years 2024 and 2025 to CDNTs within CHO3, in tabular form; and if she will make a statement on the matter. [3847/26] ",Disability Services,Children
" 845. Deputy Conor D. McGuinness asked the Minister for Children, Disability and Equality the reason a pre-school (details supplied) operating under the ECCE scheme has received a commercial rates bill; whether this is now the standard for all ECCE pre-schools; and if she will make a statement on the matter. [3854/26] ",Early Childhood Care and Education,Children
